brand,Model,Price,Rating,processor_brand,processor_tier,num_cores,num_threads,ram_memory,primary_storage_type,primary_storage_capacity,secondary_storage_type,secondary_storage_capacity,gpu_brand,gpu_type,is_touch_screen,display_size,resolution_width,resolution_height,OS,year_of_warranty,product_name,slug
tecno,Tecno Megabook T1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),23990,63.0,intel,core i3,2,4,8,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Tecno Megabook T1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),tecno-megabook-t1-laptop-11th-gen-core-i3-8gb-512gb-ssd-win11-home
tecno,Tecno Megabook T1 Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),35990,67.0,intel,core i7,4,8,16,ssd,1024,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Tecno Megabook T1 Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),tecno-megabook-t1-laptop-11th-gen-core-i7-16gb-1tb-ssd-win11-home
hp,HP Victus 15-fb0157AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),51100,73.0,amd,ryzen 5,6,12,8,ssd,512,no secondary storage,0,amd,dedicated,False,15.6,1920,1080,windows,1,HP Victus 15-fb0157AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),hp-victus-15-fb0157ax-gaming-laptop-amd-ryzen-5-5600h-8gb-512gb-ssd-win11-4gb-graph
acer,Acer Extensa EX214-53 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),39990,62.0,intel,core i5,12,16,8,ssd,512,no secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,Acer Extensa EX214-53 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),acer-extensa-ex214-53-laptop-12th-gen-core-i5-8gb-512gb-ssd-win11-home
lenovo,Lenovo V15 82KDA01BIH Laptop (AMD Ryzen 3 5300U/ 8GB/ 512GB SSD/ Win11 Home),28580,62.0,amd,ryzen 3,4,8,8,ssd,512,no secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1,Lenovo V15 82KDA01BIH Laptop (AMD Ryzen 3 5300U/ 8GB/ 512GB SSD/ Win11 Home),lenovo-v15-82kda01bih-laptop-amd-ryzen-3-5300u-8gb-512gb-ssd-win11-home
apple,Apple MacBook Air 2020 MGND3HN Laptop (Apple M1/ 8GB/ 256GB SSD/ MacOS),70990,45.0,apple,m1,8,8,8,ssd,256,no secondary storage,0,apple,apple,False,13.3,2560,1600,mac,1,Apple MacBook Air 2020 MGND3HN Laptop (Apple M1/ 8GB/ 256GB SSD/ MacOS),apple-macbook-air-2020-mgnd3hn-laptop-apple-m1-8gb-256gb-ssd-macos
infinix,Infinix INBook Y2 Plus Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),34990,56.0,intel,core i5,4,8,16,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Infinix INBook Y2 Plus Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),infinix-inbook-y2-plus-laptop-11th-gen-core-i5-16gb-512gb-ssd-win-11-home
asus,Asus TUF Gaming F15 FX506HF-HN024W Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),49990,70.0,intel,core i5,6,12,8,ssd,512,no secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,Asus TUF Gaming F15 FX506HF-HN024W Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),asus-tuf-gaming-f15-fx506hf-hn024w-gaming-laptop-11th-gen-core-i5-8gb-512gb-ssd-win11-4gb-graph
hp,HP 15s-fq5007TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),36990,60.0,intel,core i3,6,8,8,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,HP 15s-fq5007TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),hp-15s-fq5007tu-laptop-12th-gen-core-i3-8gb-512gb-ssd-win11-home
infinix,Infinix Zerobook 2023 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11 Home),59990,71.0,intel,core i9,14,20,32,ssd,1024,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Infinix Zerobook 2023 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11 Home),infinix-zerobook-2023-laptop-13th-gen-core-i9-32gb-1tb-ssd-win-11-home
dell,Dell Inspiron 3520 D560896WIN9B Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),34990,60.0,intel,core i3,6,8,8,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Dell Inspiron 3520 D560896WIN9B Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),dell-inspiron-3520-d560896win9b-laptop-12th-gen-core-i3-8gb-512gb-ssd-win11
samsung,Samsung Galaxy Book2 Pro 13 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),64990,68.0,intel,core i5,12,16,16,ssd,512,no secondary storage,0,intel,integrated,False,13.3,1080,1920,windows,1,Samsung Galaxy Book2 Pro 13 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),samsung-galaxy-book2-pro-13-laptop-12th-gen-core-i5-16gb-512gb-ssd-win11
msi,MSI Thin GF63 12UC-846IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graphics),52990,71.0,intel,core i5,8,12,16,ssd,512,no secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2,MSI Thin GF63 12UC-846IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graphics),msi-thin-gf63-12uc-846in-gaming-laptop-12th-gen-core-i5-16gb-512gb-ssd-win11-home-4gb-graphics
asus,Asus Vivobook 16X 2022 M1603QA-MB711WS Laptop (Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11 Home),57390,71.0,amd,ryzen 7,8,16,16,ssd,512,no secondary storage,0,amd,integrated,False,16.0,1920,1200,windows,1,Asus Vivobook 16X 2022 M1603QA-MB711WS Laptop (Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11 Home),asus-vivobook-16x-2022-m1603qa-mb711ws-laptop-ryzen-7-5800h-16gb-512gb-ssd-win11-home
lenovo,Lenovo IdeaPad Slim 3 82H803LKIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),47490,66.0,intel,core i5,4,8,16,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Lenovo IdeaPad Slim 3 82H803LKIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),lenovo-ideapad-slim-3-82h803lkin-laptop-11th-gen-core-i5-16gb-512gb-ssd-win11
hp,HP Omen 16-wf1025TX Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),153990,85.0,intel,core i7,20,28,16,ssd,1024,no secondary storage,0,nvidia,dedicated,False,16.1,2560,1440,windows,1,HP Omen 16-wf1025TX Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),hp-omen-16-wf1025tx-gaming-laptop-14th-gen-core-i7-16gb-1tb-ssd-win11-home-8gb-graph
lenovo,Lenovo V15 G3 IAP 82TTA08AIN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/Win11),49990,59.0,intel,core i7,10,12,16,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Lenovo V15 G3 IAP 82TTA08AIN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/Win11),lenovo-v15-g3-iap-82tta08ain-laptop-12th-gen-core-i7-16gb-512gb-ssd-win11
asus,Asus TUF Gaming F15 FX506HE-HN385WS Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),75990,76.0,intel,core i7,8,16,16,ssd,1024,no secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,Asus TUF Gaming F15 FX506HE-HN385WS Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),asus-tuf-gaming-f15-fx506he-hn385ws-gaming-laptop-11th-gen-core-i7-16gb-1tb-ssd-win11-4gb-graph
hp,HP Victus 15-fb1017AX Gaming Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),55490,71.0,amd,ryzen 5,6,12,16,ssd,512,no secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,HP Victus 15-fb1017AX Gaming Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),hp-victus-15-fb1017ax-gaming-laptop-amd-ryzen-5-7535hs-16gb-512gb-ssd-win11-4gb-graph
wings,Wings Nuvobook V1 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),27990,56.0,intel,core i5,4,8,8,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1080,1920,windows,1,Wings Nuvobook V1 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),wings-nuvobook-v1-laptop-11th-gen-core-i5-8gb-512gb-ssd-win11
hp,HP 255 G9 840T7PA Laptop (AMD Athlon Silver-3050U/ 4GB/ 256GB SSD/ DOS),19299,49.0,amd,other,2,2,4,ssd,256,no secondary storage,0,amd,integrated,False,15.6,1366,768,dos,1,HP 255 G9 840T7PA Laptop (AMD Athlon Silver-3050U/ 4GB/ 256GB SSD/ DOS),hp-255-g9-840t7pa-laptop-amd-athlon-silver-3050u-4gb-256gb-ssd-dos
lenovo,Lenovo V15 G4 82YU00W7IN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),27990,59.0,amd,ryzen 3,4,8,8,ssd,512,no secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1,Lenovo V15 G4 82YU00W7IN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),lenovo-v15-g4-82yu00w7in-laptop-amd-ryzen-3-7320u-8gb-512gb-ssd-win11-home
apple,Apple MacBook Pro 16 2023 Laptop (Apple M3 Max/ 48GB/ 1TB SSD/ macOS),399900,65.0,apple,m3,16,16,8,ssd,1024,no secondary storage,0,apple,apple,False,16.2,3456,2234,mac,1,Apple MacBook Pro 16 2023 Laptop (Apple M3 Max/ 48GB/ 1TB SSD/ macOS),apple-macbook-pro-16-2023-laptop-apple-m3-max-48gb-1tb-ssd-macos
asus,Asus Vivobook 15 X1502ZA-EJ385WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),39990,57.0,intel,core i3,10,12,8,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Asus Vivobook 15 X1502ZA-EJ385WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),asus-vivobook-15-x1502za-ej385ws-laptop-12th-gen-core-i3-8gb-512gb-ssd-win11
asus,Asus VivoBook 15 X1500EA-EJ311W Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),27990,57.0,intel,core i3,2,4,8,ssd,256,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Asus VivoBook 15 X1500EA-EJ311W Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),asus-vivobook-15-x1500ea-ej311w-laptop-11th-gen-core-i3-8gb-256gb-ssd-win11
acer,Acer Nitro V ANV15-51 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),77990,63.0,intel,core i5,8,12,16,ssd,512,no secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,Acer Nitro V ANV15-51 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),acer-nitro-v-anv15-51-2023-gaming-laptop-13th-gen-core-i5-16gb-512gb-ssd-win11-6gb-graph
hp,HP Victus 16-s0094AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),78990,77.0,amd,ryzen 7,8,16,16,ssd,1024,no secondary storage,0,nvidia,dedicated,False,16.1,1920,1080,windows,1,HP Victus 16-s0094AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),hp-victus-16-s0094ax-gaming-laptop-amd-ryzen-7-7840hs-16gb-1tb-ssd-win11-6gb-graph
ultimus,Ultimus Elite NU14U3INF56BN-CS Laptop (10th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),19990,54.0,intel,core i5,4,8,8,ssd,512,no secondary storage,0,intel,integrated,False,14.1,1920,1080,windows,1,Ultimus Elite NU14U3INF56BN-CS Laptop (10th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),ultimus-elite-nu14u3inf56bn-cs-laptop-10th-gen-core-i5-8gb-512gb-ssd-win11-home
hp,HP Pavilion 15-eg3081TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),71999,66.0,intel,core i5,12,16,16,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,HP Pavilion 15-eg3081TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),hp-pavilion-15-eg3081tu-laptop-13th-gen-core-i5-16gb-512gb-ssd-win11-home
msi,MSI GF63 Thin 11UC-1294IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11/ 4GB Graph),66780,76.0,intel,core i7,8,16,16,hdd,1024,ssd,256,nvidia,dedicated,False,15.6,1920,1080,windows,0,MSI GF63 Thin 11UC-1294IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11/ 4GB Graph),msi-gf63-thin-11uc-1294in-gaming-laptop-11th-gen-core-i7-16gb-1tb-256gb-ssd-win11-4gb-graph
samsung,Samsung Galaxy Book2 NP550XED-KA1IN 15 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),44990,59.0,intel,core i5,10,12,8,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Samsung Galaxy Book2 NP550XED-KA1IN 15 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),samsung-galaxy-book2-np550xed-ka1in-15-laptop-12th-gen-core-i5-8gb-512gb-ssd-win11
samsung,Samsung Galaxy Book2 NP550XED-KA2IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),47990,62.0,intel,core i5,10,12,16,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Samsung Galaxy Book2 NP550XED-KA2IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),samsung-galaxy-book2-np550xed-ka2in-laptop-12th-gen-core-i5-16gb-512gb-ssd-win11
lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101GSIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),47990,71.0,intel,core i5,4,8,8,ssd,512,no secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,Lenovo IdeaPad Gaming 3 15IHU6 82K101GSIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),lenovo-ideapad-gaming-3-15ihu6-82k101gsin-laptop-11th-gen-core-i5-8gb-512gb-ssd-win11-home-4gb-graph
asus,Asus Vivobook 16X 2022 M1603QA-MB502WS Laptop (Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11 Home),46990,65.0,amd,ryzen 5,6,12,8,ssd,512,no secondary storage,0,amd,integrated,False,16.0,1920,1200,windows,1,Asus Vivobook 16X 2022 M1603QA-MB502WS Laptop (Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11 Home),asus-vivobook-16x-2022-m1603qa-mb502ws-laptop-ryzen-5-5600h-8gb-512gb-ssd-win11-home
apple,Apple MacBook Air 2022 Laptop (Apple M2/ 8GB/ 256GB SSD/ MacOS),102990,48.0,apple,m2,8,8,8,ssd,256,no secondary storage,0,apple,apple,False,13.6,2560,1664,mac,1,Apple MacBook Air 2022 Laptop (Apple M2/ 8GB/ 256GB SSD/ MacOS),apple-macbook-air-2022-laptop-apple-m2-8gb-256gb-ssd-macos
dell,Dell G15-5520 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),68239,66.0,intel,core i5,12,16,16,ssd,512,no secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,Dell G15-5520 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),dell-g15-5520-laptop-12th-gen-core-i5-16gb-512gb-ssd-win11-home-4gb-graph
acer,Acer Aspire Lite AL15-52 15 Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),46990,64.0,intel,core i5,10,12,16,ssd,1024,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Acer Aspire Lite AL15-52 15 Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),acer-aspire-lite-al15-52-15-laptop-12th-gen-core-i5-16gb-1tb-ssd-win11
acer,Acer Aspire Lite 15 AL15-52 Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11),34990,60.0,intel,core i3,6,8,16,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Acer Aspire Lite 15 AL15-52 Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11),acer-aspire-lite-15-al15-52-laptop-12th-gen-core-i3-16gb-512gb-ssd-win11
hp,HP 15s-fr5011TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),53990,62.0,intel,core i5,10,12,16,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,HP 15s-fr5011TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),hp-15s-fr5011tu-laptop-12th-gen-core-i5-16gb-512gb-ssd-win11-home
asus,Asus Vivobook 16X 2023 K3605ZF-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),63990,72.0,intel,core i5,8,12,16,ssd,512,no secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1,Asus Vivobook 16X 2023 K3605ZF-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),asus-vivobook-16x-2023-k3605zf-mb541ws-laptop-12th-gen-core-i5-16gb-512gb-ssd-win11-home-4gb-graph
asus,Asus ROG Flow X13 GV301RC-LJ132WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),113571,77.0,amd,ryzen 9,8,16,16,ssd,512,no secondary storage,0,nvidia,dedicated,True,13.4,1920,1200,windows,1,Asus ROG Flow X13 GV301RC-LJ132WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),asus-rog-flow-x13-gv301rc-lj132ws-gaming-laptop-amd-ryzen-9-6900hs-16gb-512gb-ssd-win11-home-4gb-graph
hp,HP Victus 15-fa1062TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),88800,71.0,intel,core i5,12,16,16,ssd,512,no secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,HP Victus 15-fa1062TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),hp-victus-15-fa1062tx-gaming-laptop-13th-gen-core-i5-16gb-512gb-ssd-win11-home-6gb-graph
hp,HP Victus 15-fb0150AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),53570,71.0,amd,ryzen 5,6,12,16,ssd,512,no secondary storage,0,amd,dedicated,False,15.6,1920,1080,windows,1,HP Victus 15-fb0150AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),hp-victus-15-fb0150ax-gaming-laptop-amd-ryzen-5-5600h-16gb-512gb-ssd-win11-4gb-graph
hp,HP Omen 16-xf0060AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),116990,80.0,amd,ryzen 7,8,16,16,ssd,1024,no secondary storage,0,nvidia,dedicated,False,16.0,1920,1080,windows,1,HP Omen 16-xf0060AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),hp-omen-16-xf0060ax-gaming-laptop-amd-ryzen-7-7840hs-16gb-1tb-ssd-win11-8gb-graph
hp,HP Victus 15-fa0555TX  Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),70810,71.0,intel,core i5,8,12,16,ssd,512,no secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,HP Victus 15-fa0555TX  Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),hp-victus-15-fa0555tx-laptop-12th-gen-core-i5-16gb-512gb-ssd-win11-home-4gb-graph
dell,Dell G15-5530 GN5530D83M6002ORB1 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),81290,71.0,intel,core i5,10,16,16,ssd,512,no secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,Dell G15-5530 GN5530D83M6002ORB1 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),dell-g15-5530-gn5530d83m6002orb1-gaming-laptop-13th-gen-core-i5-16gb-512gb-ssd-win11-6gb-graph
msi,MSI Modern 14 C11M-030IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),35950,58.0,intel,core i5,4,8,8,ssd,512,no secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,MSI Modern 14 C11M-030IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),msi-modern-14-c11m-030in-laptop-11th-gen-core-i5-8gb-512gb-ssd-win11-home
asus,Asus ROG Strix SCAR 16 2023 G634JZ-NM057WS Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph),269990,83.0,intel,core i9,24,32,32,ssd,1024,no secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1,Asus ROG Strix SCAR 16 2023 G634JZ-NM057WS Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph),asus-rog-strix-scar-16-2023-g634jz-nm057ws-gaming-laptop-13th-gen-core-i9-32gb-1tb-ssd-win11-home-12gb-graph
msi,MSI Thin GF63 12VE-071IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/6GB Graphics),69990,70.0,intel,core i5,8,12,16,ssd,512,no secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2,MSI Thin GF63 12VE-071IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/6GB Graphics),msi-thin-gf63-12ve-071in-gaming-laptop-12th-gen-core-i5-16gb-512gb-ssd-win11-home-6gb-graphics
dell,Dell Vostro 3425 Laptop (AMD Ryzen 5 5625U/ 8GB/ 512GB SSD/ Win11 Home),39649,66.0,amd,ryzen 5,6,12,8,ssd,512,no secondary storage,0,amd,integrated,False,14.0,1920,1080,windows,1,Dell Vostro 3425 Laptop (AMD Ryzen 5 5625U/ 8GB/ 512GB SSD/ Win11 Home),dell-vostro-3425-laptop-amd-ryzen-5-5625u-8gb-512gb-ssd-win11-home
infinix,Infinix INBook Y1 Plus 15 XL28 Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home),29990,54.0,intel,core i5,4,8,8,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Infinix INBook Y1 Plus 15 XL28 Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home),infinix-inbook-y1-plus-15-xl28-laptop-10th-gen-core-i5-8gb-512gb-ssd-win-11-home
acer,Acer Aspire Lite AL15-52 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),32990,58.0,intel,core i3,6,8,8,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Acer Aspire Lite AL15-52 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),acer-aspire-lite-al15-52-laptop-12th-gen-core-i3-8gb-512gb-ssd-win11
hp,HP Victus 16-s0095AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),83590,76.0,amd,ryzen 7,8,16,16,ssd,512,no secondary storage,0,nvidia,dedicated,False,16.1,1920,1080,windows,1,HP Victus 16-s0095AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),hp-victus-16-s0095ax-gaming-laptop-amd-ryzen-7-7840hs-16gb-512gb-ssd-win11-6gb-graph
hp,HP Victus 15-FB1001AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),54490,70.0,amd,ryzen 5,6,12,8,ssd,512,no secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,HP Victus 15-FB1001AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),hp-victus-15-fb1001ax-gaming-laptop-amd-ryzen-5-7535hs-8gb-512gb-ssd-win11-4gb-graph
hp,HP 15s-eq2132AU Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),42499,63.0,amd,ryzen 5,6,12,16,ssd,512,no secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1,HP 15s-eq2132AU Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),hp-15s-eq2132au-laptop-amd-ryzen-5-5500u-16gb-512gb-ssd-win11-home
infinix,Infinix INBook X3 Slim XL422 2023 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),27990,50.0,intel,core i3,6,8,8,ssd,512,no secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,Infinix INBook X3 Slim XL422 2023 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),infinix-inbook-x3-slim-xl422-2023-laptop-12th-gen-core-i3-8gb-512gb-ssd-win-11-home
hp,HP Omen 16-u0005TX Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),147990,80.0,intel,core i7,16,24,16,ssd,1024,no secondary storage,0,nvidia,dedicated,False,16.1,2560,1600,windows,1,HP Omen 16-u0005TX Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),hp-omen-16-u0005tx-gaming-laptop-13th-gen-core-i7-16gb-1tb-ssd-win11-home-8gb-graph
