brand,Model,Price,Rating,processor_brand,processor_tier,num_cores,num_threads,ram_memory,primary_storage_type,primary_storage_capacity,secondary_storage_type,secondary_storage_capacity,gpu_brand,gpu_type,is_touch_screen,display_size,resolution_width,resolution_height,OS,year_of_warranty,product_name,slug
asus,Asus VivoBook 14 2022 X1402ZA-MW511WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),62600,73.0,intel,core i5,12,16,16,ssd,512,no secondary storage,0,intel,integrated,True,14.0,1920,1080,windows,1,Asus VivoBook 14 2022 X1402ZA-MW511WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),asus-vivobook-14-2022-x1402za-mw511ws-laptop-12th-gen-core-i5-16gb-512gb-ssd-win11-home
lenovo,Lenovo Legion 5 82JU00SYIN Laptop (AMD Ryzen 7 5800H/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),99990,78.0,amd,ryzen 7,8,16,16,ssd,1024,no secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1,Lenovo Legion 5 82JU00SYIN Laptop (AMD Ryzen 7 5800H/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),lenovo-legion-5-82ju00syin-laptop-amd-ryzen-7-5800h-16gb-1tb-ssd-win11-home-6gb-graph
msi,MSI Creator M16 A12UD-633IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),83990,78.0,intel,core i7,14,20,16,ssd,512,no secondary storage,0,nvidia,dedicated,False,16.0,2560,1660,windows,2,MSI Creator M16 A12UD-633IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),msi-creator-m16-a12ud-633in-laptop-12th-gen-core-i7-16gb-512gb-ssd-win11-4gb-graph
hp,HP Victus 15-fb0050AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),59871,71.0,amd,ryzen 5,6,12,8,ssd,512,no secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,HP Victus 15-fb0050AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),hp-victus-15-fb0050ax-gaming-laptop-amd-ryzen-5-5600h-8gb-512gb-ssd-win11-4gb-graph
hp,HP Pavilion 15s-fq5112TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),56999,54.0,intel,core i5,10,12,16,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,HP Pavilion 15s-fq5112TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),hp-pavilion-15s-fq5112tu-laptop-12th-gen-core-i5-16gb-512gb-ssd-win11
asus,Asus ROG Zephyrus G15 2022 GA503RW-LN067WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),144990,85.0,amd,ryzen 9,8,16,16,ssd,1024,no secondary storage,0,nvidia,dedicated,False,15.6,2560,1440,windows,1,Asus ROG Zephyrus G15 2022 GA503RW-LN067WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),asus-rog-zephyrus-g15-2022-ga503rw-ln067ws-gaming-laptop-amd-ryzen-9-6900hs-16gb-1tb-ssd-win11-home-8gb-graph
hp,HP 15s-fq2673TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),40609,58.0,intel,core i3,2,4,8,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,HP 15s-fq2673TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),hp-15s-fq2673tu-laptop-11th-gen-core-i3-8gb-512gb-ssd-win11-home
lenovo,Lenovo IdeaPad Gaming 3 82K201ULIN Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),64990,74.0,amd,ryzen 5,6,12,16,ssd,512,no secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,Lenovo IdeaPad Gaming 3 82K201ULIN Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),lenovo-ideapad-gaming-3-82k201ulin-laptop-ryzen-5-5600h-16gb-512gb-ssd-win11-home-4gb-graph
apple,Apple MacBook Air 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),132990,45.0,apple,m2,8,8,8,ssd,512,no secondary storage,0,apple,apple,False,13.6,2560,1664,mac,1,Apple MacBook Air 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),apple-macbook-air-2022-laptop-apple-m2-8gb-512gb-ssd-macos
apple,Apple MacBook Pro 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ macOS),136990,45.0,apple,m2,8,8,8,ssd,512,no secondary storage,0,apple,apple,False,13.3,2560,1600,mac,1,Apple MacBook Pro 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ macOS),apple-macbook-pro-2022-laptop-apple-m2-8gb-512gb-ssd-macos
samsung,Samsung Galaxy Book2 15 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),54990,59.0,intel,core i5,10,12,8,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,0,Samsung Galaxy Book2 15 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),samsung-galaxy-book2-15-laptop-12th-gen-core-i5-8gb-512gb-ssd-win11
lenovo,Lenovo IdeaPad D330 82H0001YIN Laptop (Celeron N4020/ 4GB/ 128GB eMMC/ Win10),24990,49.0,intel,celeron,4,2,4,hdd,128,ssd,128,intel,integrated,True,10.1,1200,800,windows,0,Lenovo IdeaPad D330 82H0001YIN Laptop (Celeron N4020/ 4GB/ 128GB eMMC/ Win10),lenovo-ideapad-d330-82h0001yin-laptop-celeron-n4020-4gb-128gb-emmc-win10
hp,HP Pavilion 15-eg2009TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),63990,62.0,intel,core i5,12,16,8,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,HP Pavilion 15-eg2009TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),hp-pavilion-15-eg2009tu-laptop-12th-gen-core-i5-8gb-512gb-ssd-win11-home
hp,HP 247 G8 67U77PA Laptop (Athlon P-3045B HD/ 8GB/ 1TB HDD/ Win11),24990,52.0,amd,other,2,2,8,hdd,1024,no secondary storage,0,amd,integrated,False,14.0,1366,768,windows,1,HP 247 G8 67U77PA Laptop (Athlon P-3045B HD/ 8GB/ 1TB HDD/ Win11),hp-247-g8-67u77pa-laptop-athlon-p-3045b-hd-8gb-1tb-hdd-win11
samsung,Samsung Galaxy Book2 Pro 15 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),116990,68.0,intel,core i7,8,16,16,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1080,1920,windows,1,Samsung Galaxy Book2 Pro 15 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),samsung-galaxy-book2-pro-15-laptop-12th-gen-core-i7-16gb-512gb-ssd-win11
hp,HP 14s-fq1092au Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),41750,64.0,amd,ryzen 5,6,12,8,ssd,512,no secondary storage,0,amd,integrated,False,14.0,1920,1080,windows,1,HP 14s-fq1092au Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),hp-14s-fq1092au-laptop-ryzen-5-5500u-8gb-512gb-ssd-win11-home
realme,Realme Book Slim Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win10),36990,52.0,intel,core i3,2,4,8,ssd,256,no secondary storage,0,intel,integrated,False,14.0,1440,2160,windows,1,Realme Book Slim Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win10),realme-book-slim-laptop-11th-gen-core-i3-8gb-256gb-ssd-win10
dell,Dell Inspiron 3501 Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10),52199,56.0,intel,core i5,4,8,8,hdd,1024,ssd,256,intel,integrated,False,15.6,1920,1080,windows,0,Dell Inspiron 3501 Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10),dell-inspiron-3501-laptop-11th-gen-core-i5-8gb-1tb-256gb-ssd-win10
avita,Avita Pura NS14A6 Laptop (AMD Ryzen 5/ 8GB/ 512GB SSD/ Win10),21390,56.0,amd,ryzen 5,4,8,8,ssd,512,no secondary storage,0,amd,integrated,False,14.0,1920,1080,windows,1,Avita Pura NS14A6 Laptop (AMD Ryzen 5/ 8GB/ 512GB SSD/ Win10),avita-pura-ns14a6-laptop-amd-ryzen-5-8gb-512gb-ssd-win10
hp,HP EliteBook 840 G6 (8LX79PA) Laptop (8th Gen Core i5/ 8GB/ 512GB SSD/ Win10),90464,56.0,intel,core i5,4,8,8,ssd,512,no secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,3,HP EliteBook 840 G6 (8LX79PA) Laptop (8th Gen Core i5/ 8GB/ 512GB SSD/ Win10),hp-elitebook-840-g6-8lx79pa-laptop-8th-gen-core-i5-8gb-512gb-ssd-win10
dell,Dell Inspiron 5370 Laptop (8th Gen Core i7/ 8GB/ 256GB SSD/ Win10/ 4GB Graph),87990,67.0,intel,core i7,4,8,8,ssd,256,no secondary storage,0,nvidia,dedicated,False,13.3,1920,1080,windows,1,Dell Inspiron 5370 Laptop (8th Gen Core i7/ 8GB/ 256GB SSD/ Win10/ 4GB Graph),dell-inspiron-5370-laptop-8th-gen-core-i7-8gb-256gb-ssd-win10-4gb-graph
chuwi,Chuwi Gemibook X Pro Laptop (Intel Celeron N100/ 8 GB/ 256 GB SSD/ Win11 Home),21990,50.0,intel,other,4,4,8,ssd,256,no secondary storage,0,intel,integrated,False,14.1,1920,1080,windows,1,Chuwi Gemibook X Pro Laptop (Intel Celeron N100/ 8 GB/ 256 GB SSD/ Win11 Home),chuwi-gemibook-x-pro-laptop-intel-celeron-n100-8-gb-256-gb-ssd-win11-home
chuwi,Chuwi CoreBook X Laptop (10th Gen Core i5/ 16GB/ 512GB SSD/ Win11),34990,54.0,intel,core i5,4,8,16,ssd,512,no secondary storage,0,intel,integrated,False,14.0,2160,1440,windows,1,Chuwi CoreBook X Laptop (10th Gen Core i5/ 16GB/ 512GB SSD/ Win11),chuwi-corebook-x-laptop-10th-gen-core-i5-16gb-512gb-ssd-win11
avita,Avita Liber Liber E AM14A2INL54F Laptop (AMD Ryzen 5 5500U/ 8GB/ 256GB SSD/ Win11 Home),32949,50.0,amd,ryzen 5,6,12,8,ssd,512,no secondary storage,0,amd,integrated,False,14.0,1920,1080,windows,1,Avita Liber Liber E AM14A2INL54F Laptop (AMD Ryzen 5 5500U/ 8GB/ 256GB SSD/ Win11 Home),avita-liber-liber-e-am14a2inl54f-laptop-amd-ryzen-5-5500u-8gb-256gb-ssd-win11-home
lenovo,Lenovo ThinkPad X1 Fold Gen 1 Laptop (Intel Core i5/ 8GB/ 1TB SSD/ Win10 Pro),150000,64.0,intel,core i5,5,5,8,ssd,1024,no secondary storage,0,intel,integrated,True,13.3,2048,1536,windows,1,Lenovo ThinkPad X1 Fold Gen 1 Laptop (Intel Core i5/ 8GB/ 1TB SSD/ Win10 Pro),lenovo-thinkpad-x1-fold-gen-1-laptop-intel-core-i5-8gb-1tb-ssd-win10-pro
dell,Dell G16 7630 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),208490,80.0,intel,core i9,24,32,16,ssd,1024,no secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1,Dell G16 7630 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),dell-g16-7630-gaming-laptop-13th-gen-core-i9-16gb-1tb-ssd-win11-8gb-graph
hp,HP Envy x360 15-fh0014AU Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11 Home),79467,64.0,amd,ryzen 5,6,12,8,ssd,512,no secondary storage,0,amd,integrated,True,15.6,1920,1080,windows,1,HP Envy x360 15-fh0014AU Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11 Home),hp-envy-x360-15-fh0014au-laptop-amd-ryzen-5-7530u-8gb-512gb-ssd-win11-home
lenovo,Lenovo IdeaPad Slim 3 83ER008DIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),56990,57.0,intel,core i5,8,12,16,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Lenovo IdeaPad Slim 3 83ER008DIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),lenovo-ideapad-slim-3-83er008din-laptop-12th-gen-core-i5-16gb-512gb-ssd-win11
lenovo,Lenovo Ideapad Flex 5 14IAU7 82R700KHIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),54990,58.0,intel,core i3,6,8,8,ssd,512,no secondary storage,0,intel,integrated,True,14.0,1920,1200,windows,1,Lenovo Ideapad Flex 5 14IAU7 82R700KHIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),lenovo-ideapad-flex-5-14iau7-82r700khin-laptop-12th-gen-core-i3-8gb-512gb-ssd-win11-home
hp,HP 250 G9 95X38PA Laptop (12th Gen Core i5/ 8GB/ 512 GB SSD/ DOS),57500,51.0,intel,core i5,10,12,8,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,dos,1,HP 250 G9 95X38PA Laptop (12th Gen Core i5/ 8GB/ 512 GB SSD/ DOS),hp-250-g9-95x38pa-laptop-12th-gen-core-i5-8gb-512-gb-ssd-dos
hp,HP 240 G9 8J0S5PA Laptop (12th Gen Core i5/ 8GB/ 512 GB SSD/ DOS),54599,58.0,intel,core i5,10,12,8,ssd,512,no secondary storage,0,intel,integrated,False,14.0,1366,768,dos,1,HP 240 G9 8J0S5PA Laptop (12th Gen Core i5/ 8GB/ 512 GB SSD/ DOS),hp-240-g9-8j0s5pa-laptop-12th-gen-core-i5-8gb-512-gb-ssd-dos
lenovo,Lenovo ThinkBook 14 21DH00C1IH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),62999,62.0,intel,core i5,10,12,8,ssd,512,no secondary storage,0,intel,integrated,False,14.0,1920,1080,dos,1,Lenovo ThinkBook 14 21DH00C1IH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),lenovo-thinkbook-14-21dh00c1ih-laptop-12th-gen-core-i5-8gb-512gb-ssd-dos
lenovo,Lenovo IdeaPad Slim 1 82R400BGIN Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),36490,50.0,amd,ryzen 5,6,12,8,ssd,512,no secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1,Lenovo IdeaPad Slim 1 82R400BGIN Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),lenovo-ideapad-slim-1-82r400bgin-laptop-amd-ryzen-5-5500u-8gb-512gb-ssd-win11-home
lenovo,Lenovo V14 82KAA0AMIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ DOS),45990,58.0,intel,core i5,4,8,8,ssd,512,no secondary storage,0,intel,integrated,False,14.0,1366,768,dos,1,Lenovo V14 82KAA0AMIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ DOS),lenovo-v14-82kaa0amih-laptop-11th-gen-core-i5-8gb-512gb-ssd-dos
lenovo,Lenovo V14 82KAA01QIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),46990,62.0,intel,core i5,4,8,8,ssd,512,no secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,Lenovo V14 82KAA01QIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),lenovo-v14-82kaa01qih-laptop-11th-gen-core-i5-8gb-512gb-ssd-win10-home
msi,MSI Thin GF63 11UC-1494IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),66350,69.0,intel,core i7,8,16,16,hdd,1024,ssd,256,nvidia,dedicated,False,15.6,1920,1080,windows,0,MSI Thin GF63 11UC-1494IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),msi-thin-gf63-11uc-1494in-gaming-laptop-11th-gen-core-i7-16gb-1tb-256gb-ssd-win11-home-4gb-graph
lenovo,Lenovo IdeaPad Slim 3i 82RK011EIN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),62990,66.0,intel,core i7,10,12,16,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Lenovo IdeaPad Slim 3i 82RK011EIN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),lenovo-ideapad-slim-3i-82rk011ein-laptop-12th-gen-core-i7-16gb-512gb-ssd-win11-home
dell,"Dell Inspiron 3535 Laptop (AMD Ryzen R3-7320U,/ 8GB/ 512GB SSD/ Win11)",36731,53.0,amd,ryzen 3,4,8,8,ssd,512,no secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1,"Dell Inspiron 3535 Laptop (AMD Ryzen R3-7320U,/ 8GB/ 512GB SSD/ Win11)",dell-inspiron-3535-laptop-amd-ryzen-r3-7320u-8gb-512gb-ssd-win11
hp,HP 15s-EQ2084AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),51901,62.0,amd,ryzen 7,8,16,16,ssd,512,no secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1,HP 15s-EQ2084AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),hp-15s-eq2084au-laptop-amd-ryzen-7-5700u-16gb-512gb-ssd-win11-home
dell,Dell Inspiron 7430 14 2 in 1 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),59890,58.0,intel,core i3,6,8,8,ssd,512,no secondary storage,0,intel,integrated,True,14.0,1920,1200,windows,1,Dell Inspiron 7430 14 2 in 1 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),dell-inspiron-7430-14-2-in-1-laptop-13th-gen-core-i3-8gb-512gb-ssd-win11
lenovo,Lenovo Ideapad Slim 5 82XD006GIN Laptop (13th Gen Core i5/ 16 GB RAM/ 1TB SSD/ Win 11),73990,57.0,intel,core i5,8,12,16,ssd,1024,no secondary storage,0,intel,integrated,False,14.0,1920,1200,windows,1,Lenovo Ideapad Slim 5 82XD006GIN Laptop (13th Gen Core i5/ 16 GB RAM/ 1TB SSD/ Win 11),lenovo-ideapad-slim-5-82xd006gin-laptop-13th-gen-core-i5-16-gb-ram-1tb-ssd-win-11
lenovo,Lenovo IdeaPad Slim 5 14IAH8 83BF0043IN Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),61990,60.0,intel,core i5,8,12,16,ssd,1024,no secondary storage,0,intel,integrated,False,14.0,1920,1200,windows,1,Lenovo IdeaPad Slim 5 14IAH8 83BF0043IN Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),lenovo-ideapad-slim-5-14iah8-83bf0043in-laptop-12th-gen-core-i5-16gb-1tb-ssd-win11
hp,HP 250 G9 95X40PA Laptop (12th Gen Core i7/ 8GB/ 512 GB SSD/ DOS),67288,52.0,intel,core i7,10,12,8,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,dos,1,HP 250 G9 95X40PA Laptop (12th Gen Core i7/ 8GB/ 512 GB SSD/ DOS),hp-250-g9-95x40pa-laptop-12th-gen-core-i7-8gb-512-gb-ssd-dos
dell,Dell Inspiron 3520 IN3520RVTGV001ORB1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),34990,49.0,intel,core i3,2,4,8,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Dell Inspiron 3520 IN3520RVTGV001ORB1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),dell-inspiron-3520-in3520rvtgv001orb1-laptop-11th-gen-core-i3-8gb-512gb-ssd-win11
lenovo,Lenovo Thinkpad E14 G4 21E3S00P00 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),74900,63.0,intel,core i5,10,12,8,ssd,512,no secondary storage,0,intel,integrated,False,14.0,1920,1080,dos,0,Lenovo Thinkpad E14 G4 21E3S00P00 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),lenovo-thinkpad-e14-g4-21e3s00p00-laptop-12th-gen-core-i5-8gb-512gb-ssd-dos
dell,Dell Latitude 7440 14 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),152000,59.0,intel,core i5,10,12,16,ssd,512,no secondary storage,0,intel,integrated,True,14.0,1920,1200,windows,0,Dell Latitude 7440 14 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),dell-latitude-7440-14-laptop-13th-gen-core-i5-16gb-512gb-ssd-win11-pro
lenovo,Lenovo IdeaPad Slim 3 82H803U0IN Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),31990,51.0,intel,core i3,2,4,8,ssd,256,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Lenovo IdeaPad Slim 3 82H803U0IN Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),lenovo-ideapad-slim-3-82h803u0in-laptop-11th-gen-core-i3-8gb-256gb-ssd-win11
acer,Acer Aspire 3 15 A315-510P UN.KDHSI.019 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),29990,47.0,intel,core i3,8,8,8,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Acer Aspire 3 15 A315-510P UN.KDHSI.019 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),acer-aspire-3-15-a315-510p-un-kdhsi-019-laptop-intel-core-i3-n305-8gb-512gb-ssd-win11-home
acer,Acer Aspire Lite 15 AL15-51 2023  Laptop (11th Gen Core i5/ 16GB/ 1TB SSD/ Win11),46500,64.0,intel,core i5,4,8,16,ssd,1024,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Acer Aspire Lite 15 AL15-51 2023  Laptop (11th Gen Core i5/ 16GB/ 1TB SSD/ Win11),acer-aspire-lite-15-al15-51-2023-laptop-11th-gen-core-i5-16gb-1tb-ssd-win11
lenovo,Lenovo ThinkPad X1 Carbon 21HMS00000 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro),218990,64.0,intel,core i7,10,12,16,ssd,1024,no secondary storage,0,intel,integrated,False,14.0,1920,1200,windows,1,Lenovo ThinkPad X1 Carbon 21HMS00000 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro),lenovo-thinkpad-x1-carbon-21hms00000-laptop-13th-gen-core-i7-16gb-1tb-ssd-win11-pro
avita,Avita Liber AM15A2INT56F Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),32550,51.0,intel,core i3,6,8,8,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Avita Liber AM15A2INT56F Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),avita-liber-am15a2int56f-laptop-12th-gen-core-i3-8gb-512gb-ssd-win11-home
acer,Acer TravelMate P2 TMP214-53 14 Business Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),49990,64.0,intel,core i7,4,8,16,ssd,512,no secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,Acer TravelMate P2 TMP214-53 14 Business Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),acer-travelmate-p2-tmp214-53-14-business-laptop-11th-gen-core-i7-16gb-512gb-ssd-win11-home
acer,Acer Aspire Lite AL15-52 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),44999,64.0,intel,core i5,10,12,16,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Acer Aspire Lite AL15-52 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),acer-aspire-lite-al15-52-laptop-12th-gen-core-i5-16gb-512gb-ssd-win11
acer,Acer Aspire Lite AL15-52 2023 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),42999,62.0,intel,core i5,10,12,8,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Acer Aspire Lite AL15-52 2023 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),acer-aspire-lite-al15-52-2023-laptop-12th-gen-core-i5-8gb-512gb-ssd-win11
avita,Avita Pura S101 Laptop (Celeron N4020/ 8GB/256GB SSD/ Win11 Home),19421,41.0,intel,celeron,2,2,8,ssd,256,no secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,Avita Pura S101 Laptop (Celeron N4020/ 8GB/256GB SSD/ Win11 Home),avita-pura-s101-laptop-celeron-n4020-8gb-256gb-ssd-win11-home
apple,Apple MacBook Pro 14 2023 Laptop (Apple M3/ 8GB/ 1TB SSD/ macOS),189900,53.0,apple,m3,8,8,8,ssd,1024,no secondary storage,0,apple,apple,False,14.2,3024,1964,mac,1,Apple MacBook Pro 14 2023 Laptop (Apple M3/ 8GB/ 1TB SSD/ macOS),apple-macbook-pro-14-2023-laptop-apple-m3-8gb-1tb-ssd-macos
apple,Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 1TB SSD/ macOS),239900,58.0,apple,m3,12,12,8,ssd,1024,no secondary storage,0,apple,apple,False,14.2,3024,1964,mac,1,Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 1TB SSD/ macOS),apple-macbook-pro-14-2023-laptop-apple-m3-pro-18gb-1tb-ssd-macos
lenovo,Lenovo Yoga Slim 7i Carbon 13IRP8 83AY003CIN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),123190,67.0,intel,core i7,12,16,16,ssd,1024,no secondary storage,0,intel,integrated,True,13.3,2560,1600,windows,1,Lenovo Yoga Slim 7i Carbon 13IRP8 83AY003CIN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),lenovo-yoga-slim-7i-carbon-13irp8-83ay003cin-laptop-13th-gen-core-i7-16gb-1tb-ssd-win11-home
asus,Asus Chromebook CX1500CKA-EJ0247 Laptop (Celeron N4500/ 8GB/ 128GB eMMC/ Chrome OS),32825,37.0,intel,celeron,2,2,8,hdd,128,no secondary storage,0,intel,integrated,False,15.6,1920,1080,chrome,1,Asus Chromebook CX1500CKA-EJ0247 Laptop (Celeron N4500/ 8GB/ 128GB eMMC/ Chrome OS),asus-chromebook-cx1500cka-ej0247-laptop-celeron-n4500-8gb-128gb-emmc-chrome-os
lenovo,Lenovo Ideapad Gaming 3 15ARH7 82SB00QJIN Laptop  (AMD Ryzen 5 7535HS / 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),68990,66.0,amd,ryzen 5,6,12,8,ssd,512,no secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,Lenovo Ideapad Gaming 3 15ARH7 82SB00QJIN Laptop  (AMD Ryzen 5 7535HS / 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),lenovo-ideapad-gaming-3-15arh7-82sb00qjin-laptop-amd-ryzen-5-7535hs-16gb-512gb-ssd-win11-home-4gb-graph
